Обява от:,Location,Вид на имота:,Квадратура:,Вид строителство:,Година на строителство:,Степен на завършеност:,Номер на етажа:,Етаж:,Асансьор,price,До ключ,Обзаведен,ТЕЦ,Портиер/Охрана,Газифициран,Локално отопление,Необзаведен,Панорама планина,Саниран,Гараж/Паркомясто,След ремонт,Замяна/Бартер,Лизинг,Камина,Ипотекиран
,"Левски, град София, област  София, (Виж Левски на картата)
",Тристаен апартамент,98 кв.м,Тухла,1994 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,127000,,,,,,,,,,,,,,,
,"Красна Поляна, град София, област  София, (Виж Красна Поляна на картата)
",Двустаен апартамент,79 кв.м,Панел,1992 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,1.0,82000,1.0,,1.0,,,,,,,,,,,,
,"Хаджи Димитър, град София, област  София, (Виж Хаджи Димитър на картата)
",Едностаен апартамент,40 кв.м,Панел,1978 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,,60000,,,1.0,,,,,,,,,,,,
,"Разсадника, град София, област  София, (Виж Разсадника на картата)
",Тристаен апартамент,90 кв.м,Панел,1985 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,1.0,128000,1.0,1.0,1.0,,,,,,,,,,,,
,"Младост 1, град София, област  София, (Виж Младост 1 на картата)
",Тристаен апартамент,93 кв.м,Панел,1985 г. (годината може да е ориентировъчна),Готов (завършен),7 етаж,Непоследен,,130000,,,1.0,,,,,,,,,,,,
,"Манастирски Ливади, град София, област  София
			",Мезонет,152 кв.м,Тухла,1998 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,,166000,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,
,"Манастирски Ливади, град София, област  София
			",Многостаен апартамент,295 кв.м,Тухла,1998 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,,339000,1.0,,,,,,1.0,1.0,,,,,,,
http://locationbg.alo.bg,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Двустаен апартамент,72 кв.м,Тухла,2017 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,82000,,1.0,,,,,,,,,,,,,
,"Стрелбище, град София, област  София, (Виж Стрелбище на картата)
",Двустаен апартамент,46 кв.м,Панел,1980 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,,79900,,,1.0,,,,,,,,,,,,
,"Дружба 2, град София, област  София
			",Тристаен апартамент,114 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,1.0,137900,,,1.0,,,,,,,1.0,,,,,
,"Дружба 2, град София, област  София
			",Двустаен апартамент,65 кв.м,Тухла,2024 г. (годината може да е ориентировъчна),В проект,1 етаж,Партер,,69900,,,1.0,,,,,,,,,,,,
,"Дружба 1, град София, област  София
			",Тристаен апартамент,80 кв.м,Панел,1968 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,,79990,,1.0,1.0,,,,,,,,,,,,
,"Зона Б19, град София, област  София
			",Тристаен апартамент,99 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,5 етаж,Непоследен,1.0,116000,,,1.0,,,,,,,1.0,,,,,
,"Дружба 2, град София, област  София, (Виж Дружба 2 на картата)
",Двустаен апартамент,68 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,5 етаж,Непоследен,1.0,107900,,,1.0,,,,,,,,,,,,
,"Люлин 10, град София, област  София
			",Едностаен апартамент,46 кв.м,Панел,1988 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,1.0,63500,,,1.0,,,,1.0,,,,,,,,
,"Зона Б19, град София, област  София, (Виж Зона Б19 на картата)
",Тристаен апартамент,105 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,1.0,115900,,,1.0,,,,1.0,,,,,,,,
,"Бъкстон, град София, област  София
			",Тристаен апартамент,75 кв.м,Панел,,Готов (завършен),2 етаж,,,126900,,,,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,52 кв.м,Тухла,1955 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Последен етаж,,145000,,1.0,1.0,,,,,,,,,,,,
,"Надежда 4, град София, област  София, (Виж Надежда 4 на картата)
",Двустаен апартамент,90 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,3 етаж,Непоследен,1.0,116272,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,
,"Надежда 4, град София, област  София, (Виж Надежда 4 на картата)
",Тристаен апартамент,134 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,1 етаж,Непоследен,1.0,175590,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,
